record,error,threshold,predicted,label,status
173545,0.0000222166,0.0006202863,0,1,NORMAL
173546,0.0000196667,0.0006202863,0,1,NORMAL
173547,0.0000207200,0.0006202863,0,1,NORMAL
173548,0.0000857963,0.0006202863,0,1,NORMAL
173549,0.0000222166,0.0006202863,0,1,NORMAL
173550,0.0000207200,0.0006202863,0,1,NORMAL
173551,0.0000345610,0.0006202863,0,1,NORMAL
173552,0.0000207200,0.0006202863,0,1,NORMAL
173553,0.0000244613,0.0006202863,0,1,NORMAL
173554,0.0000207200,0.0006202863,0,1,NORMAL
173555,0.0000244613,0.0006202863,0,1,NORMAL
173556,0.0000280825,0.0006202863,0,1,NORMAL
173557,0.0000207200,0.0006202863,0,1,NORMAL
173558,0.0000207200,0.0006202863,0,1,NORMAL
173559,0.0000857963,0.0006202863,0,1,NORMAL
173560,0.0000136605,0.0006202863,0,1,NORMAL
173561,0.0000154610,0.0006202863,0,1,NORMAL
173562,0.0000244613,0.0006202863,0,1,NORMAL
173563,0.0000196667,0.0006202863,0,1,NORMAL
173564,0.0000154610,0.0006202863,0,1,NORMAL
173565,0.0000244613,0.0006202863,0,1,NORMAL
173566,0.0268241850,0.0006202863,1,1,ANOMALY
173567,0.0000196667,0.0006202863,0,1,NORMAL
173568,0.0000117611,0.0006202863,0,1,NORMAL
173569,0.0000207200,0.0006202863,0,1,NORMAL
173570,0.0000207200,0.0006202863,0,1,NORMAL
173571,0.0000222166,0.0006202863,0,1,NORMAL
173572,0.0000207200,0.0006202863,0,1,NORMAL
173573,0.0000207200,0.0006202863,0,1,NORMAL
173574,0.0000222166,0.0006202863,0,1,NORMAL
173575,0.0000196667,0.0006202863,0,1,NORMAL
173576,0.0000207200,0.0006202863,0,1,NORMAL
173577,0.0000481501,0.0006202863,0,1,NORMAL
173578,0.0000196667,0.0006202863,0,1,NORMAL
173579,0.0000207200,0.0006202863,0,1,NORMAL
173580,0.0000481501,0.0006202863,0,1,NORMAL
173581,0.0000196667,0.0006202863,0,1,NORMAL
173582,0.0000154610,0.0006202863,0,1,NORMAL
173583,0.0000244613,0.0006202863,0,1,NORMAL
173584,0.0000481501,0.0006202863,0,1,NORMAL
173585,0.0000042020,0.0006202863,0,1,NORMAL
173586,0.0000244613,0.0006202863,0,1,NORMAL
173587,0.0000481501,0.0006202863,0,1,NORMAL
173588,0.0000857963,0.0006202863,0,1,NORMAL
173589,0.0000244613,0.0006202863,0,1,NORMAL
173590,0.0000481501,0.0006202863,0,1,NORMAL
173591,0.0000207200,0.0006202863,0,1,NORMAL
173592,0.0000280825,0.0006202863,0,1,NORMAL
173593,0.0000481501,0.0006202863,0,1,NORMAL
173594,0.0000207200,0.0006202863,0,1,NORMAL
173595,0.0000481501,0.0006202863,0,1,NORMAL
173596,0.0000222166,0.0006202863,0,1,NORMAL
173597,0.0000207200,0.0006202863,0,1,NORMAL
173598,0.0000280825,0.0006202863,0,1,NORMAL
173599,0.0000222166,0.0006202863,0,1,NORMAL
173600,0.0000053802,0.0006202863,0,1,NORMAL
173601,0.0000280825,0.0006202863,0,1,NORMAL
173602,0.0002800144,0.0006202863,0,1,NORMAL
173603,0.0000207200,0.0006202863,0,1,NORMAL
173604,0.0000280825,0.0006202863,0,1,NORMAL
173605,0.0000207200,0.0006202863,0,1,NORMAL
173606,0.0000207200,0.0006202863,0,1,NORMAL
173607,0.0000020845,0.0006202863,0,1,NORMAL
173608,0.0000207200,0.0006202863,0,1,NORMAL
173609,0.0000857963,0.0006202863,0,1,NORMAL
173610,0.0000481501,0.0006202863,0,1,NORMAL
173611,0.0000345610,0.0006202863,0,1,NORMAL
173612,0.0000207200,0.0006202863,0,1,NORMAL
173613,0.0000481501,0.0006202863,0,1,NORMAL
173614,0.0000345610,0.0006202863,0,1,NORMAL
173615,0.0000481501,0.0006202863,0,1,NORMAL
173616,0.0000207200,0.0006202863,0,1,NORMAL
173617,0.0000207200,0.0006202863,0,1,NORMAL
173618,0.0000196667,0.0006202863,0,1,NORMAL
173619,0.0000244613,0.0006202863,0,1,NORMAL
173620,0.0000207200,0.0006202863,0,1,NORMAL
173621,0.0000244613,0.0006202863,0,1,NORMAL
173622,0.0000196667,0.0006202863,0,1,NORMAL
173623,0.0000222166,0.0006202863,0,1,NORMAL
173624,0.0000244613,0.0006202863,0,1,NORMAL
173625,0.0000196667,0.0006202863,0,1,NORMAL
173626,0.0000222166,0.0006202863,0,1,NORMAL
173627,0.0000196667,0.0006202863,0,1,NORMAL
173628,0.0000053331,0.0006202863,0,1,NORMAL
173629,0.0000196667,0.0006202863,0,1,NORMAL
173630,0.0000025474,0.0006202863,0,1,NORMAL
173631,0.0000207200,0.0006202863,0,1,NORMAL
173632,0.0000196667,0.0006202863,0,1,NORMAL
173633,0.0000028737,0.0006202863,0,1,NORMAL
173634,0.0000207200,0.0006202863,0,1,NORMAL
173635,0.0000481501,0.0006202863,0,1,NORMAL
173636,0.0000207200,0.0006202863,0,1,NORMAL
173637,0.0000055544,0.0006202863,0,1,NORMAL
173638,0.0000481501,0.0006202863,0,1,NORMAL
173639,0.0000196667,0.0006202863,0,1,NORMAL
173640,0.0002144698,0.0006202863,0,1,NORMAL
173641,0.0000481501,0.0006202863,0,1,NORMAL
173642,0.0000196667,0.0006202863,0,1,NORMAL
173643,0.0000481501,0.0006202863,0,1,NORMAL
173644,0.0000037641,0.0006202863,0,1,NORMAL
173645,0.0000196667,0.0006202863,0,1,NORMAL
173646,0.0000390201,0.0006202863,0,1,NORMAL
173647,0.0000196667,0.0006202863,0,1,NORMAL
173648,0.0000207200,0.0006202863,0,1,NORMAL
173649,0.0000023484,0.0006202863,0,1,NORMAL
173650,0.0000070359,0.0006202863,0,1,NORMAL
173651,0.0000196667,0.0006202863,0,1,NORMAL
173652,0.0000196667,0.0006202863,0,1,NORMAL
173653,0.0000196667,0.0006202863,0,1,NORMAL
173654,0.0000196667,0.0006202863,0,1,NORMAL
173655,0.0000196667,0.0006202863,0,1,NORMAL
173656,0.0000196667,0.0006202863,0,1,NORMAL
173657,0.0000196667,0.0006202863,0,1,NORMAL
173658,0.0000244613,0.0006202863,0,1,NORMAL
173659,0.0000196667,0.0006202863,0,1,NORMAL
173660,0.0000244613,0.0006202863,0,1,NORMAL
173661,0.0000196667,0.0006202863,0,1,NORMAL
173662,0.0000106376,0.0006202863,0,1,NORMAL
173663,0.0000207200,0.0006202863,0,1,NORMAL
173664,0.0000196667,0.0006202863,0,1,NORMAL
173665,0.0000196667,0.0006202863,0,1,NORMAL
173666,0.0000207200,0.0006202863,0,1,NORMAL
173667,0.0000207200,0.0006202863,0,1,NORMAL
173668,0.0000196667,0.0006202863,0,1,NORMAL
173669,0.0000857963,0.0006202863,0,1,NORMAL
173670,0.0000481501,0.0006202863,0,1,NORMAL
173671,0.0000023774,0.0006202863,0,1,NORMAL
173672,0.0000857963,0.0006202863,0,1,NORMAL
173673,0.0000280825,0.0006202863,0,1,NORMAL
173674,0.0008362501,0.0006202863,1,1,ANOMALY
173675,0.0000196667,0.0006202863,0,1,NORMAL
173676,0.0000280825,0.0006202863,0,1,NORMAL
173677,0.0000196667,0.0006202863,0,1,NORMAL
173678,0.0000280825,0.0006202863,0,1,NORMAL
173679,0.0000481501,0.0006202863,0,1,NORMAL
173680,0.0000280825,0.0006202863,0,1,NORMAL
173681,0.0000481501,0.0006202863,0,1,NORMAL
173682,0.0000244613,0.0006202863,0,1,NORMAL
173683,0.0000196667,0.0006202863,0,1,NORMAL
173684,0.0002244402,0.0006202863,0,1,NORMAL
173685,0.0000196667,0.0006202863,0,1,NORMAL
173686,0.0000196667,0.0006202863,0,1,NORMAL
173687,0.0000481501,0.0006202863,0,1,NORMAL
173688,0.0000196667,0.0006202863,0,1,NORMAL
173689,0.0000207200,0.0006202863,0,1,NORMAL
173690,0.0000196667,0.0006202863,0,1,NORMAL
173691,0.0000968765,0.0006202863,0,1,NORMAL
173692,0.0000481501,0.0006202863,0,1,NORMAL
173693,0.0000196667,0.0006202863,0,1,NORMAL
173694,0.0000207200,0.0006202863,0,1,NORMAL
173695,0.0000481501,0.0006202863,0,1,NORMAL
173696,0.0000481501,0.0006202863,0,1,NORMAL
173697,0.0000207200,0.0006202863,0,1,NORMAL
173698,0.0000207200,0.0006202863,0,1,NORMAL
173699,0.0000196667,0.0006202863,0,1,NORMAL
173700,0.0000207200,0.0006202863,0,1,NORMAL
173701,0.0000207200,0.0006202863,0,1,NORMAL
173702,0.0000207200,0.0006202863,0,1,NORMAL
173703,0.0000196667,0.0006202863,0,1,NORMAL
173704,0.0000207200,0.0006202863,0,1,NORMAL
173705,0.0000481501,0.0006202863,0,1,NORMAL
173706,0.0000207200,0.0006202863,0,1,NORMAL
173707,0.0000196667,0.0006202863,0,1,NORMAL
173708,0.0000280825,0.0006202863,0,1,NORMAL
173709,0.0000280825,0.0006202863,0,1,NORMAL
173710,0.0000196667,0.0006202863,0,1,NORMAL
173711,0.0000280825,0.0006202863,0,1,NORMAL
173712,0.0000280825,0.0006202863,0,1,NORMAL
173713,0.0000196667,0.0006202863,0,1,NORMAL
173714,0.0000244613,0.0006202863,0,1,NORMAL
173715,0.0000244613,0.0006202863,0,1,NORMAL
173716,0.0000121360,0.0006202863,0,1,NORMAL
173717,0.0000244613,0.0006202863,0,1,NORMAL
173718,0.0005552799,0.0006202863,0,1,NORMAL
173719,0.0000244613,0.0006202863,0,1,NORMAL
173720,0.0000196667,0.0006202863,0,1,NORMAL
173721,0.0000481501,0.0006202863,0,1,NORMAL
173722,0.0000207200,0.0006202863,0,1,NORMAL
173723,0.0000196667,0.0006202863,0,1,NORMAL
173724,0.0000481501,0.0006202863,0,1,NORMAL
173725,0.0000207200,0.0006202863,0,1,NORMAL
173726,0.0001005795,0.0006202863,0,1,NORMAL
173727,0.0000196667,0.0006202863,0,1,NORMAL
173728,0.0000207200,0.0006202863,0,1,NORMAL
173729,0.0000196667,0.0006202863,0,1,NORMAL
173730,0.0002823509,0.0006202863,0,1,NORMAL
173731,0.0000196667,0.0006202863,0,1,NORMAL
173732,0.0002823509,0.0006202863,0,1,NORMAL
173733,0.0000196667,0.0006202863,0,1,NORMAL
173734,0.0000086233,0.0006202863,0,1,NORMAL
173735,0.0000481501,0.0006202863,0,1,NORMAL
173736,0.0000196667,0.0006202863,0,1,NORMAL
173737,0.0000126381,0.0006202863,0,1,NORMAL
173738,0.0000207200,0.0006202863,0,1,NORMAL
173739,0.0000481501,0.0006202863,0,1,NORMAL
173740,0.0000028061,0.0006202863,0,1,NORMAL
173741,0.0000069870,0.0006202863,0,1,NORMAL
173742,0.0000481501,0.0006202863,0,1,NORMAL
173743,0.0000029489,0.0006202863,0,1,NORMAL
173744,0.0000244613,0.0006202863,0,1,NORMAL
173745,0.0000196667,0.0006202863,0,1,NORMAL
173746,0.0000035882,0.0006202863,0,1,NORMAL
173747,0.0000244613,0.0006202863,0,1,NORMAL
173748,0.0000196667,0.0006202863,0,1,NORMAL
173749,0.0000047238,0.0006202863,0,1,NORMAL
173750,0.0000178510,0.0006202863,0,1,NORMAL
173751,0.0000196667,0.0006202863,0,1,NORMAL
173752,0.0000280825,0.0006202863,0,1,NORMAL
173753,0.0000481501,0.0006202863,0,1,NORMAL
173754,0.0000207200,0.0006202863,0,1,NORMAL
173755,0.0000161120,0.0006202863,0,1,NORMAL
173756,0.0000481501,0.0006202863,0,1,NORMAL
173757,0.0000207200,0.0006202863,0,1,NORMAL
173758,0.0000222166,0.0006202863,0,1,NORMAL
173759,0.0000481501,0.0006202863,0,1,NORMAL
173760,0.0000481501,0.0006202863,0,1,NORMAL
173761,0.0000222166,0.0006202863,0,1,NORMAL
173762,0.0000043389,0.0006202863,0,1,NORMAL
173763,0.0000222166,0.0006202863,0,1,NORMAL
173764,0.0000481501,0.0006202863,0,1,NORMAL
173765,0.0000280825,0.0006202863,0,1,NORMAL
173766,0.0000025227,0.0006202863,0,1,NORMAL
173767,0.0000481501,0.0006202863,0,1,NORMAL
173768,0.0000197629,0.0006202863,0,1,NORMAL
173769,0.0000048617,0.0006202863,0,1,NORMAL
173770,0.0000481501,0.0006202863,0,1,NORMAL
173771,0.0000222166,0.0006202863,0,1,NORMAL
173772,0.0000244613,0.0006202863,0,1,NORMAL
173773,0.0000481501,0.0006202863,0,1,NORMAL
173774,0.0000222166,0.0006202863,0,1,NORMAL
173775,0.0000244613,0.0006202863,0,1,NORMAL
173776,0.0000481501,0.0006202863,0,1,NORMAL
173777,0.0000222166,0.0006202863,0,1,NORMAL
173778,0.0000244613,0.0006202863,0,1,NORMAL
173779,0.0000029131,0.0006202863,0,1,NORMAL
173780,0.0000222166,0.0006202863,0,1,NORMAL
173781,0.0000481501,0.0006202863,0,1,NORMAL
173782,0.0000039157,0.0006202863,0,1,NORMAL
173783,0.0000207200,0.0006202863,0,1,NORMAL
173784,0.0000481501,0.0006202863,0,1,NORMAL
173785,0.0036324742,0.0006202863,1,1,ANOMALY
173786,0.0000207200,0.0006202863,0,1,NORMAL
173787,0.0000481501,0.0006202863,0,1,NORMAL
173788,0.0000444267,0.0006202863,0,1,NORMAL
173789,0.0000207200,0.0006202863,0,1,NORMAL
173790,0.0000481501,0.0006202863,0,1,NORMAL
173791,0.0000161120,0.0006202863,0,1,NORMAL
173792,0.0000207200,0.0006202863,0,1,NORMAL
173793,0.0000481501,0.0006202863,0,1,NORMAL
173794,0.0000481501,0.0006202863,0,1,NORMAL
173795,0.0000196667,0.0006202863,0,1,NORMAL
173796,0.0000481501,0.0006202863,0,1,NORMAL
173797,0.0000481501,0.0006202863,0,1,NORMAL
173798,0.0000037806,0.0006202863,0,1,NORMAL
173799,0.0184550470,0.0006202863,1,1,ANOMALY
173800,0.0000244613,0.0006202863,0,1,NORMAL
173801,0.0000196667,0.0006202863,0,1,NORMAL
173802,0.0000481501,0.0006202863,0,1,NORMAL
173803,0.0000952580,0.0006202863,0,1,NORMAL
173804,0.0000481501,0.0006202863,0,1,NORMAL
173805,0.0000196667,0.0006202863,0,1,NORMAL
173806,0.0000481501,0.0006202863,0,1,NORMAL
173807,0.0000481501,0.0006202863,0,1,NORMAL
173808,0.0000196667,0.0006202863,0,1,NORMAL
173809,0.0000053006,0.0006202863,0,1,NORMAL
173810,0.0000481501,0.0006202863,0,1,NORMAL
173811,0.0000196667,0.0006202863,0,1,NORMAL
173812,0.0002823509,0.0006202863,0,1,NORMAL
173813,0.0000481501,0.0006202863,0,1,NORMAL
173814,0.0000196667,0.0006202863,0,1,NORMAL
173815,0.0002823509,0.0006202863,0,1,NORMAL
173816,0.0000481501,0.0006202863,0,1,NORMAL
173817,0.0000045437,0.0006202863,0,1,NORMAL
173818,0.0000280825,0.0006202863,0,1,NORMAL
173819,0.0000190971,0.0006202863,0,1,NORMAL
173820,0.0000481501,0.0006202863,0,1,NORMAL
173821,0.0002386439,0.0006202863,0,1,NORMAL
173822,0.0000481501,0.0006202863,0,1,NORMAL
173823,0.0000140249,0.0006202863,0,1,NORMAL
173824,0.0000481501,0.0006202863,0,1,NORMAL
173825,0.0000140249,0.0006202863,0,1,NORMAL
173826,0.0000481501,0.0006202863,0,1,NORMAL
173827,0.0000165540,0.0006202863,0,1,NORMAL
173828,0.0000207200,0.0006202863,0,1,NORMAL
173829,0.0000196667,0.0006202863,0,1,NORMAL
173830,0.0000196667,0.0006202863,0,1,NORMAL
173831,0.0000244613,0.0006202863,0,1,NORMAL
173832,0.0000345610,0.0006202863,0,1,NORMAL
173833,0.0000481501,0.0006202863,0,1,NORMAL
173834,0.0000244613,0.0006202863,0,1,NORMAL
173835,0.0000481501,0.0006202863,0,1,NORMAL
173836,0.0000244613,0.0006202863,0,1,NORMAL
173837,0.0000196667,0.0006202863,0,1,NORMAL
173838,0.0000207200,0.0006202863,0,1,NORMAL
173839,0.0000196667,0.0006202863,0,1,NORMAL
173840,0.0000481501,0.0006202863,0,1,NORMAL
173841,0.0000481501,0.0006202863,0,1,NORMAL
173842,0.0002823509,0.0006202863,0,1,NORMAL
173843,0.0000481501,0.0006202863,0,1,NORMAL
173844,0.0000196667,0.0006202863,0,1,NORMAL
173845,0.0000196667,0.0006202863,0,1,NORMAL
173846,0.0259447077,0.0006202863,1,1,ANOMALY
173847,0.0000196667,0.0006202863,0,1,NORMAL
173848,0.0000280825,0.0006202863,0,1,NORMAL
173849,0.0000196667,0.0006202863,0,1,NORMAL
173850,0.0000196667,0.0006202863,0,1,NORMAL
173851,0.0000280825,0.0006202863,0,1,NORMAL
173852,0.0000196667,0.0006202863,0,1,NORMAL
173853,0.0000280825,0.0006202863,0,1,NORMAL
173854,0.0000345610,0.0006202863,0,1,NORMAL
173855,0.0000196667,0.0006202863,0,1,NORMAL
173856,0.0000244613,0.0006202863,0,1,NORMAL
173857,0.0000196667,0.0006202863,0,1,NORMAL
173858,0.0000244613,0.0006202863,0,1,NORMAL
173859,0.0000481501,0.0006202863,0,1,NORMAL
173860,0.0000244613,0.0006202863,0,1,NORMAL
173861,0.0000222166,0.0006202863,0,1,NORMAL
173862,0.0000244613,0.0006202863,0,1,NORMAL
173863,0.0000222166,0.0006202863,0,1,NORMAL
173864,0.0000244613,0.0006202863,0,1,NORMAL
173865,0.0000222166,0.0006202863,0,1,NORMAL
173866,0.0000025025,0.0006202863,0,1,NORMAL
173867,0.0000222166,0.0006202863,0,1,NORMAL
173868,0.0000047458,0.0006202863,0,1,NORMAL
173869,0.0000280825,0.0006202863,0,1,NORMAL
173870,0.0000025695,0.0006202863,0,1,NORMAL
173871,0.0000345610,0.0006202863,0,1,NORMAL
173872,0.0003924003,0.0006202863,0,1,NORMAL
173873,0.0000345610,0.0006202863,0,1,NORMAL
173874,0.0000196667,0.0006202863,0,1,NORMAL
173875,0.0000345610,0.0006202863,0,1,NORMAL
173876,0.0000196667,0.0006202863,0,1,NORMAL
173877,0.0000508906,0.0006202863,0,1,NORMAL
173878,0.0000207200,0.0006202863,0,1,NORMAL
173879,0.0000196667,0.0006202863,0,1,NORMAL
173880,0.0000207200,0.0006202863,0,1,NORMAL
173881,0.0000207200,0.0006202863,0,1,NORMAL
173882,0.0000207200,0.0006202863,0,1,NORMAL
173883,0.0000207200,0.0006202863,0,1,NORMAL
173884,0.0000196667,0.0006202863,0,1,NORMAL
173885,0.0000207200,0.0006202863,0,1,NORMAL
173886,0.0000196667,0.0006202863,0,1,NORMAL
173887,0.0000196667,0.0006202863,0,1,NORMAL
173888,0.0000196667,0.0006202863,0,1,NORMAL
173889,0.0000196667,0.0006202863,0,1,NORMAL
173890,0.0000196667,0.0006202863,0,1,NORMAL
173891,0.0000171915,0.0006202863,0,1,NORMAL
173892,0.0000035793,0.0006202863,0,1,NORMAL
173893,0.0000171915,0.0006202863,0,1,NORMAL
173894,0.0000207200,0.0006202863,0,1,NORMAL
173895,0.0000171915,0.0006202863,0,1,NORMAL
173896,0.0000171915,0.0006202863,0,1,NORMAL
173897,0.0000171915,0.0006202863,0,1,NORMAL
173898,0.0000481501,0.0006202863,0,1,NORMAL
173899,0.0000481501,0.0006202863,0,1,NORMAL
173900,0.0003561216,0.0006202863,0,1,NORMAL
173901,0.0000280825,0.0006202863,0,1,NORMAL
173902,0.0000280825,0.0006202863,0,1,NORMAL
173903,0.0000280825,0.0006202863,0,1,NORMAL
173904,0.0030159726,0.0006202863,1,1,ANOMALY
173905,0.0000016072,0.0006202863,0,1,NORMAL
173906,0.0000196667,0.0006202863,0,1,NORMAL
173907,0.0000196667,0.0006202863,0,1,NORMAL
173908,0.0000196667,0.0006202863,0,1,NORMAL
173909,0.0000196667,0.0006202863,0,1,NORMAL
173910,0.0000027564,0.0006202863,0,1,NORMAL
173911,0.0000207200,0.0006202863,0,1,NORMAL
173912,0.0000207200,0.0006202863,0,1,NORMAL
173913,0.0000207200,0.0006202863,0,1,NORMAL
173914,0.0000196667,0.0006202863,0,1,NORMAL
173915,0.0000196667,0.0006202863,0,1,NORMAL
173916,0.0000047872,0.0006202863,0,1,NORMAL
173917,0.0000481501,0.0006202863,0,1,NORMAL
173918,0.0000481501,0.0006202863,0,1,NORMAL
173919,0.0000280825,0.0006202863,0,1,NORMAL
173920,0.0000244613,0.0006202863,0,1,NORMAL
173921,0.0000244613,0.0006202863,0,1,NORMAL
173922,0.0000244613,0.0006202863,0,1,NORMAL
173923,0.0000244613,0.0006202863,0,1,NORMAL
173924,0.0000207200,0.0006202863,0,1,NORMAL
173925,0.0000207200,0.0006202863,0,1,NORMAL
173926,0.0000068766,0.0006202863,0,1,NORMAL
173927,0.0000196667,0.0006202863,0,1,NORMAL
173928,0.0000196667,0.0006202863,0,1,NORMAL
173929,0.0000207200,0.0006202863,0,1,NORMAL
173930,0.0000196667,0.0006202863,0,1,NORMAL
173931,0.0000196667,0.0006202863,0,1,NORMAL
173932,0.0000196667,0.0006202863,0,1,NORMAL
173933,0.0002823509,0.0006202863,0,1,NORMAL
173934,0.0000481501,0.0006202863,0,1,NORMAL
173935,0.0000481501,0.0006202863,0,1,NORMAL
173936,0.0000481501,0.0006202863,0,1,NORMAL
173937,0.0000481501,0.0006202863,0,1,NORMAL
173938,0.0000481501,0.0006202863,0,1,NORMAL
173939,0.0002823509,0.0006202863,0,1,NORMAL
173940,0.0000188939,0.0006202863,0,1,NORMAL
173941,0.0000188939,0.0006202863,0,1,NORMAL
173942,0.0000188939,0.0006202863,0,1,NORMAL
173943,0.0000244613,0.0006202863,0,1,NORMAL
173944,0.0000280825,0.0006202863,0,1,NORMAL
173945,0.0000280825,0.0006202863,0,1,NORMAL
173946,0.0000280825,0.0006202863,0,1,NORMAL
173947,0.0000280825,0.0006202863,0,1,NORMAL
173948,0.0000280825,0.0006202863,0,1,NORMAL
173949,0.0000345610,0.0006202863,0,1,NORMAL
173950,0.0000244613,0.0006202863,0,1,NORMAL
173951,0.0000196667,0.0006202863,0,1,NORMAL
173952,0.0000196667,0.0006202863,0,1,NORMAL
173953,0.0000196667,0.0006202863,0,1,NORMAL
173954,0.0002823509,0.0006202863,0,1,NORMAL
173955,0.0002823509,0.0006202863,0,1,NORMAL
173956,0.0002823509,0.0006202863,0,1,NORMAL
173957,0.0000020278,0.0006202863,0,1,NORMAL
173958,0.0000178510,0.0006202863,0,1,NORMAL
173959,0.0000178510,0.0006202863,0,1,NORMAL
173960,0.0000178510,0.0006202863,0,1,NORMAL
173961,0.0000244613,0.0006202863,0,1,NORMAL
173962,0.0000244613,0.0006202863,0,1,NORMAL
173963,0.0000244613,0.0006202863,0,1,NORMAL
173964,0.0000244613,0.0006202863,0,1,NORMAL
173965,0.0000244613,0.0006202863,0,1,NORMAL
173966,0.0000244613,0.0006202863,0,1,NORMAL
173967,0.0000345610,0.0006202863,0,1,NORMAL
173968,0.0000345610,0.0006202863,0,1,NORMAL
173969,0.0000345610,0.0006202863,0,1,NORMAL
173970,0.0000345610,0.0006202863,0,1,NORMAL
173971,0.0000345610,0.0006202863,0,1,NORMAL
173972,0.0000481501,0.0006202863,0,1,NORMAL
173973,0.0000481501,0.0006202863,0,1,NORMAL
173974,0.0000481501,0.0006202863,0,1,NORMAL
173975,0.0000022118,0.0006202863,0,1,NORMAL
173976,0.0000222166,0.0006202863,0,1,NORMAL
173977,0.0000196667,0.0006202863,0,1,NORMAL
173978,0.0000196667,0.0006202863,0,1,NORMAL
173979,0.0000020936,0.0006202863,0,1,NORMAL
173980,0.0000280825,0.0006202863,0,1,NORMAL
173981,0.0000280825,0.0006202863,0,1,NORMAL
173982,0.0000280825,0.0006202863,0,1,NORMAL
173983,0.0000119949,0.0006202863,0,1,NORMAL
173984,0.0000038748,0.0006202863,0,1,NORMAL
173985,0.0000030770,0.0006202863,0,1,NORMAL
173986,0.0000481501,0.0006202863,0,1,NORMAL
173987,0.0000481501,0.0006202863,0,1,NORMAL
173988,0.0000481501,0.0006202863,0,1,NORMAL
173989,0.0000196667,0.0006202863,0,1,NORMAL
173990,0.0000481501,0.0006202863,0,1,NORMAL
173991,0.0000481501,0.0006202863,0,1,NORMAL
173992,0.0000481501,0.0006202863,0,1,NORMAL
173993,0.0000481501,0.0006202863,0,1,NORMAL
173994,0.0000440256,0.0006202863,0,1,NORMAL
173995,0.0000196667,0.0006202863,0,1,NORMAL
173996,0.0000196667,0.0006202863,0,1,NORMAL
173997,0.0000047104,0.0006202863,0,1,NORMAL
173998,0.0000345610,0.0006202863,0,1,NORMAL
173999,0.0000045697,0.0006202863,0,1,NORMAL
174000,0.0000059907,0.0006202863,0,1,NORMAL
174001,0.0000481501,0.0006202863,0,1,NORMAL
174002,0.0000481501,0.0006202863,0,1,NORMAL
174003,0.0000481501,0.0006202863,0,1,NORMAL
174004,0.0000196667,0.0006202863,0,1,NORMAL
174005,0.0000196667,0.0006202863,0,1,NORMAL
174006,0.0000196667,0.0006202863,0,1,NORMAL
174007,0.0000196667,0.0006202863,0,1,NORMAL
174008,0.0000196667,0.0006202863,0,1,NORMAL
174009,0.0000743626,0.0006202863,0,1,NORMAL
174010,0.0000196667,0.0006202863,0,1,NORMAL
174011,0.0000196667,0.0006202863,0,1,NORMAL
174012,0.0000040586,0.0006202863,0,1,NORMAL
174013,0.0000050367,0.0006202863,0,1,NORMAL
174014,0.0000280825,0.0006202863,0,1,NORMAL
174015,0.0000207200,0.0006202863,0,1,NORMAL
174016,0.0000244613,0.0006202863,0,1,NORMAL
174017,0.0000244613,0.0006202863,0,1,NORMAL
174018,0.0000280825,0.0006202863,0,1,NORMAL
174019,0.0000280825,0.0006202863,0,1,NORMAL
174020,0.0037187778,0.0006202863,1,1,ANOMALY
174021,0.0037187778,0.0006202863,1,1,ANOMALY
174022,0.0020040989,0.0006202863,1,1,ANOMALY
174023,0.0000345610,0.0006202863,0,1,NORMAL
174024,0.0000345610,0.0006202863,0,1,NORMAL
174025,0.0000345610,0.0006202863,0,1,NORMAL
174026,0.0000345610,0.0006202863,0,1,NORMAL
174027,0.0000297658,0.0006202863,0,1,NORMAL
174028,0.0000127376,0.0006202863,0,1,NORMAL
174029,0.0000244613,0.0006202863,0,1,NORMAL
174030,0.0000196667,0.0006202863,0,1,NORMAL
174031,0.0000119949,0.0006202863,0,1,NORMAL
174032,0.0000033883,0.0006202863,0,1,NORMAL
174033,0.0000280825,0.0006202863,0,1,NORMAL
174034,0.0000023113,0.0006202863,0,1,NORMAL
174035,0.0000027594,0.0006202863,0,1,NORMAL
174036,0.0000207200,0.0006202863,0,1,NORMAL
174037,0.0000280825,0.0006202863,0,1,NORMAL
174038,0.0000025304,0.0006202863,0,1,NORMAL
174039,0.0000207200,0.0006202863,0,1,NORMAL
174040,0.0000025242,0.0006202863,0,1,NORMAL
174041,0.0000121360,0.0006202863,0,1,NORMAL
174042,0.0000039874,0.0006202863,0,1,NORMAL
174043,0.0000196667,0.0006202863,0,1,NORMAL
174044,0.0000196667,0.0006202863,0,1,NORMAL
174045,0.0000196667,0.0006202863,0,1,NORMAL
174046,0.0000065537,0.0006202863,0,1,NORMAL
174047,0.0000045339,0.0006202863,0,1,NORMAL
174048,0.0104624474,0.0006202863,1,1,ANOMALY
174049,0.0000196667,0.0006202863,0,1,NORMAL
174050,0.0000122735,0.0006202863,0,1,NORMAL
174051,0.0000244613,0.0006202863,0,1,NORMAL
174052,0.0000244613,0.0006202863,0,1,NORMAL
174053,0.0000244613,0.0006202863,0,1,NORMAL
174054,0.0000161120,0.0006202863,0,1,NORMAL
174055,0.0000196667,0.0006202863,0,1,NORMAL
174056,0.0000222166,0.0006202863,0,1,NORMAL
174057,0.0000222166,0.0006202863,0,1,NORMAL
174058,0.0000222166,0.0006202863,0,1,NORMAL
174059,0.0000222166,0.0006202863,0,1,NORMAL
174060,0.0000222166,0.0006202863,0,1,NORMAL
174061,0.0000076037,0.0006202863,0,1,NORMAL
